sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;38;Historiker;912;MASCULINE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Der Historiker küsst seinen Ehemann.;El historiador besa a su esposo.;L'historien embrasse son mari.;Lo storico bacia suo marito.;يقبّل المؤرخ زوجَه.;Историк целует своего мужа.;Історик цілує свого чоловіка.;ההיסטוריון מנשק את בעלו.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;0-1 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El historiador;L'historien;Lo storico;المؤرخ;Историк;Історик;ההיסטוריון;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Historiker;912;MASCULINE;1;;Experten;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Der Historiker küsst seine Ehefrau.;El historiador besa a su esposa.;L'historien embrasse sa femme.;Lo storico bacia sua moglie.;يُقبِّل المؤرخ زوجته.;Историк целует свою жену.;Історик цілує свою дружину.;ההיסטוריון מנשק את אשתו.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;0-1 1-1 2-0 2-2 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El historiador;L'historien;Lo storico;المؤرخ;Историк;Історик;ההיסטוריון;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Historikerin;912;FEMININE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Historikerin küsst ihren Ehemann.;La historiadora besa a su esposo.;L'historienne embrasse son mari.;La storica bacia suo marito.;تقبّل المؤرخة زوجها.;Историк целует своего мужа.;Історикиня цілує свого чоловіка.;ההיסטוריונית מנשקת את בעלה.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;0-1 1-1 2-0 3-2 4-2;1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La historiadora;L'historienne;La storica;المؤرخة;Историк;Історикиня;ההיסטוריונית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Historikerin;912;FEMININE;1;;Experten;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Die Historikerin küsst ihre Ehefrau.;La historiadora besa a su esposa.;L'historienne embrasse sa femme.;La storica bacia sua moglie.;تقبّل المؤرخة زوجتها.;Историк целует свою жену.;Історикиня цілує свою дружину.;ההיסטוריונית מנשקת את אשתה.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-0 2-1 3-2 4-3;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-0 3-2 4-2;1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La historiadora;L'historienne;La storica;تقبّل المؤرخة;Историк;Історикиня;ההיסטוריונית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Historiker;912;MASCULINE;2;;Experten;none;none;none;none;none;none;none;none;Theo;MASCULINE;Theo ist Historiker.;Theo es historiador.;Théo est historien.;Theo è uno storico.;ثيو مؤرخ.;Тео — историк.;Тео — історик.;תֵאוֹ הִיסטוֹרִיוֹן.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-1;0-0 1-1 2-2;0-0 1-2 2-2;0-0 1-1 2-1;[1, 2];es historiador.;est historien.;è storico.;مؤرخ.;— историк.;історик.;הִיסטוֹרִיוֹן.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Historiker;912;MASCULINE;2;;Experten;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Historiker.;Alexis es historiador.;Alexis est historien.;Alexis è uno storico.;أليكسيس مؤرخ.;Алексис — историк.;Алексіс — історик.;אלכסי היסטוריון.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-1;0-0 1-1 2-2;0-0 1-2 2-2;0-0 1-1 2-1;[1, 2];es historiador.;est historien.;è storico.;مؤرخ.;— историк.;історик.;היסטוריון.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Historikerin;912;FEMININE;2;;Experten;none;none;none;none;none;none;none;none;Alexis;n;Alexis ist Historikerin.;Alexis es historiadora.;Alexis est historienne.;Alexis è una storica.;ألكسيس مؤرخة.;Алексис - историк.;Алексіс є історикинею.;אלקסיס היא היסטוריונית.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2 2-3;0-0 1-1 2-1;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es historiadora.;est historienne.;è una storica.;مؤرخة.;- историк.;є історикинею.;היא היסטוריונית.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Historikerin;912;FEMININE;2;;Experten;none;none;none;none;none;none;none;none;Hannah;FEMININE;Hannah ist Historikerin.;Hannah es historiadora.;Hannah est historienne.;Hannah è una storica.;هانا مؤرخة.;Ханна - историк.;Ганна - історикиня.;הָנָּה היא היסטוריונית.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2 2-3;0-0 1-1 2-1;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es historiadora.;est historienne.;è una storica.;مؤرخة.;- историк.;- історикиня.;היא היסטוריונית.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;42;Marktforscher;913;MASCULINE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Der Marktforscher zieht seinen Ehemann nah zu sich und sie küssen sich leidenschaftlich.;El investigador de mercado acerca a su esposo y se besan apasionadamente.;Le chercheur de marché attire son mari près de lui et ils s'embrassent passionnément.;Il ricercatore di mercato attira il marito vicino a sé e si baciano appassionatamente.;يسحب باحث السوق زوجها قربه ويقبلان بعضهما بحماسة.;Маркетолог обнимает своего мужа, и они страстно целуются.;Дослідник ринку притягує свого чоловіка близько до себе, і вони палко цілуються.;חוקר השוק מושך את בעלו אליו והם מתנשקים בתשוקה.;0-0 1-1 1-3 2-4 3-6 4-7 6-5 8-8 9-9 10-10 11-9 12-11;0-0 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-12 12-13;0-0 0-2 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-11 12-13;0-0 1-1 1-2 2-0 3-3 4-3 5-4 8-5 9-5 10-0 10-5 11-6 12-7;0-3 1-0 2-1 3-2 4-3 8-4 9-5 10-7 12-6 12-7;0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-7 8-8 9-9 10-2 10-11 12-10 12-11;0-0 1-0 1-1 2-2 3-3 4-4 5-5 8-6 9-6 10-7 12-7 12-8;[0, 1];El investigador mercado;Le chercheur marché;Il ricercatore di mercato;يسحب باحث السوق;Маркетолог мужа,;Дослідник ринку;חוקר השוק;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Marktforscher;913;MASCULINE;1;;Experten;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Der Marktforscher zieht seine Ehefrau nah zu sich und sie küssen sich leidenschaftlich.;El investigador de mercado atrae a su esposa hacia él y se besan apasionadamente.;Le chercheur de marché attire sa femme près de lui et ils s'embrassent passionnément.;Il ricercatore di mercato tira la moglie vicino a sé e si baciano appassionatamente.;الباحث في السوق يجذب زوجته بالقرب منه ويقبلان بعضهما البعض بشغف.;Маркетолог притягивает свою жену к себе, и они страстно целуются.;Дослідник ринку притягує до себе свою дружину, і вони палко цілуються.;חוקר השוק מקרב את אשתו אליו והם מתנשקים בתשוקה.;0-0 1-1 1-3 2-4 3-5 3-6 4-7 5-4 6-8 7-9 8-10 9-11 10-12 11-11 12-13;0-0 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-12 12-13;0-0 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-11 12-13;0-0 1-0 1-2 2-3 3-4 4-4 5-5 7-6 8-7 9-7 10-7 11-9 12-10;1-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-9 12-8 12-9;0-0 1-0 1-1 2-2 3-5 4-6 5-2 6-3 7-4 8-6 8-7 9-8 10-10 12-6 12-9 12-10;0-0 1-0 1-1 2-2 3-3 4-4 5-5 8-6 9-6 10-7 12-7 12-8;[0, 1];El investigador mercado;Le chercheur marché;Il ricercatore mercato;الباحث السوق;Маркетолог;Дослідник ринку;חוקר השוק;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Marktforscherin;913;FEMININE;1;;Experten;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Marktforscherin zieht ihren Ehemann nah zu sich und sie küssen sich leidenschaftlich.;La investigadora de mercado acerca a su esposo y se besan apasionadamente.;La femme d'études de marché attire son mari près d'elle et ils s'embrassent passionnément.;La ricercatrice di mercato avvicina a sé il marito e si baciano appassionatamente.;تجذب الباحثة السوقية زوجها بالقرب منها ويتبادلان قبلة شغوفة.;Маркетолог притягивает к себе мужа, и они страстно целуются.;Дослідниця ринку притягує свого чоловіка ближче до себе, і вони палко цілуються.;החוקרת השוק מושכת את בעלה קרוב אליה והם מתנשקים בתשוקה.;0-0 1-1 1-3 2-4 3-6 4-7 6-5 8-8 9-9 10-10 11-9 12-11;0-0 1-1 1-2 1-4 2-5 3-6 4-7 5-8 6-9 7-9 8-10 9-11 10-12 11-12 12-13;0-0 1-1 1-3 2-4 3-7 4-8 5-4 6-5 7-6 8-9 9-10 10-11 11-12 12-12;0-1 1-1 1-2 2-0 3-3 4-3 5-4 8-6 9-6 10-6 11-7 12-8;1-0 2-1 4-4 6-2 7-3 8-5 9-6 10-8 12-7 12-8;0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-2 10-11 12-10 12-11;0-4 1-0 1-1 2-2 3-3 4-4 5-5 8-7 9-7 10-8 12-8 12-9;[0, 1];La investigadora mercado;La femme d'études marché;La ricercatrice mercato;الباحثة السوقية;Маркетолог;Дослідниця ринку;החוקרת השוק בעלה;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
5;42;Marktforscherin;913;FEMININE;1;;Experten;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Die Marktforscherin zieht ihre Ehefrau nah zu sich und sie küssen sich leidenschaftlich.;La investigadora de mercado acerca a su esposa y se besan apasionadamente.;La chercheuse de marché attire sa femme près d'elle et elles s'embrassent passionnément.;La ricercatrice di mercato tira a sé la moglie e si baciano appassionatamente.;تشد باحثة السوق زوجتها إليها وتقبّلها بشغف.;Исследовательница рынка притягивает свою жену к себе, и они страстно целуются.;Маркетолог притягує свою дружину ближче до себе, і вони пристрасно цілуються.;חוקרת השוק מושכת את אשתה קרוב אליה והן מתנשקות בלהט.;0-0 1-1 1-3 2-4 3-6 4-7 6-5 8-8 9-9 10-10 11-9 12-11;0-0 1-1 1-3 2-4 3-5 4-6 5-7 6-8 7-8 8-9 9-10 10-11 11-11 12-12;0-0 1-1 1-3 2-4 3-7 4-8 6-5 7-6 8-9 9-10 10-11 11-12 12-12;0-0 1-1 1-2 1-3 2-0 3-3 4-3 8-5 9-5 10-5 11-6 12-6;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-2 10-10 12-9 12-10;1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-10 11-10 12-9 12-10;0-4 1-0 1-1 2-2 3-3 4-4 5-5 7-6 9-7 10-8 12-8 12-9;[0, 1];La investigadora mercado;La chercheuse marché;La ricercatrice mercato;تشد باحثة السوق زوجتها;Исследовательница рынка;Маркетолог;חוקרת השוק אשתה;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;47;Marktforscher;913;MASCULINE;4;;Experten;none;none;none;none;none;none;none;none;Matteo;MASCULINE;Zurzeit arbeitet Matteo als Marktforscher.;Actualmente, Matteo trabaja como investigador de mercados.;Actuellement, Matteo travaille comme analyste de marché.;Attualmente Matteo lavora come ricercatore di mercato.;يعمل ماتيو حاليًا كباحث سوق.;В настоящее время Маттео работает аналитиком рынка.;Зараз Маттео працює дослідником ринку.;מַתֵיאו עובֵד כרגע כחוקר שוק.;0-0 1-2 2-1 3-3 4-4 4-5 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-2 1-0 2-1 3-3 4-3 4-4;0-0 0-1 1-4 2-3 3-5 4-5 4-6;0-0 1-2 2-1 3-3 4-3 4-4;0-2 1-1 2-0 3-3 4-3 4-4;[3, 4];como investigador de mercados.;comme analyste marché.;come ricercatore mercato.;كباحث سوق.;аналитиком рынка.;дослідником ринку.;כחוקר שוק.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;47;Marktforscher;913;MASCULINE;4;;Experten;none;none;none;none;none;none;none;none;Sascha;n;Zurzeit arbeitet Sascha als Marktforscher.;Actualmente, Sascha trabaja como investigador de mercado.;Sascha travaille actuellement comme analyste de marché.;Attualmente, Sascha lavora come ricercatore di mercato.;حاليًا يعمل ساشا كباحث سوق.;В настоящее время Саша работает исследователем рынка.;На даний момент Саша працює дослідником ринку.;כרגע עובד סשה כחוקר שוק.;0-0 1-2 2-1 3-3 4-4 4-5 4-6;0-2 1-1 2-0 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-1 2-2 3-3 4-3 4-4;0-0 0-1 1-4 2-3 3-5 4-5 4-6;0-0 0-1 0-2 1-4 2-3 3-5 4-5 4-6;0-0 1-1 2-2 3-3 4-3 4-4;[3, 4];como investigador de mercado.;comme analyste marché.;come ricercatore mercato.;كباحث سوق.;исследователем рынка.;дослідником ринку.;כחוקר שוק.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;47;Marktforscherin;913;FEMININE;4;;Experten;none;none;none;none;none;none;none;none;Sascha;n;Zurzeit arbeitet Sascha als Marktforscherin.;Actualmente, Sascha trabaja como investigadora de mercado.;Actuellement, Sascha travaille comme analyste de marché.;Attualmente, Sascha lavora come ricercatrice di mercato.;حاليًا تعمل ساشا كباحثة سوق.;В настоящее время Саша работает специалистом по маркетинговым исследованиям.;Зараз Саша працює дослідницею ринку.;כרגע סשה עובדת כחוקרת שוק.;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-1 2-2 3-3 4-3 4-4;0-0 0-1 1-4 2-3 3-5 4-7 4-8;0-0 1-2 2-1 3-3 4-3 4-4;0-0 1-2 2-1 3-3 4-2 4-3 4-4;[3, 4];como investigadora mercado.;comme analyste marché.;come ricercatrice mercato.;كباحثة سوق.;специалистом маркетинговым исследованиям.;дослідницею ринку.;עובדת כחוקרת שוק.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
6;47;Marktforscherin;913;FEMININE;4;;Experten;none;none;none;none;none;none;none;none;Mia;FEMININE;Zurzeit arbeitet Mia als Marktforscherin.;Actualmente, Mia trabaja como investigadora de mercado.;Actuellement, Mia travaille comme analyste de marché.;Attualmente Mia lavora come ricercatrice di mercato.;تعمل ميا حاليًا كباحثة في السوق.;В настоящее время Мия работает маркетологом-исследователем.;Наразі Мія працює маркетологинею-дослідницею.;מיה עובדת כרגע כחוקרת שוק.;0-0 1-2 2-1 3-3 4-4 4-5 4-6;0-0 1-2 2-1 3-3 4-4 4-6;0-0 1-2 2-1 3-3 4-4 4-5 4-6;0-2 1-0 2-1 3-3 4-3 4-5;0-0 0-1 1-4 2-3 3-5 4-5;0-0 1-2 2-1 3-2 4-3;0-1 1-1 2-0 3-3 4-3 4-4;[3, 4];como investigadora de mercado.;comme analyste marché.;come ricercatrice di mercato.;كباحثة السوق.;маркетологом-исследователем.;працює маркетологинею-дослідницею.;כחוקרת שוק.;UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Soziologe;913;MASCULINE;1;;Experten;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Der Soziologe küsst seinen Partner.;El sociólogo besa a su pareja.;Le sociologue embrasse son partenaire.;Il sociologo bacia il suo partner.;يقوم عالم الاجتماع بتقبيل شريكه.;Социолог целует своего партнёра.;Соціолог цілує свого партнера.;הסוציולוג מנשק את בן זוגו.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 3-4 4-5;0-1 1-2 2-3 3-4 4-4;0-3 1-0 2-1 3-2 4-3;0-3 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El sociólogo;Le sociologue;Il sociologo;عالم الاجتماع;Социолог партнёра.;Соціолог партнера.;הסוציולוג;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Soziologe;913;MASCULINE;1;;Experten;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Der Soziologe küsst seine Partnerin.;El sociólogo besa a su pareja.;Le sociologue embrasse sa partenaire.;Il sociologo bacia la sua partner.;يُقبِّل عالِم الاجتماع شريكته.;Социолог целует свою партнершу.;Соціолог цілує свою партнерку.;הסוציולוג מנשק את בת זוגו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-2 2-0 3-1 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El sociólogo;Le sociologue;Il sociologo;يُقبِّل الاجتماع;Социолог;Соціолог;הסוציולוג;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;38;Soziologin;913;FEMININE;1;;Experten;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Die Soziologin küsst ihren Partner.;La socióloga besa a su pareja.;La sociologue embrasse son partenaire.;La sociologa bacia il suo partner.;تقبّل عالمة الاجتماع شريكها.;Социолог целует своего партнёра.;Соціологиня цілує свого партнера.;הסוציולוגית מנשקת את בן זוגה.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 1-2 2-0 3-3 4-3;0-3 1-0 2-1 3-2 4-3;0-3 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];La socióloga;La sociologue;La sociologa;تقبّل عالمة الاجتماع;Социолог партнёра.;Соціологиня партнера.;הסוציולוגית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
5;38;Soziologin;913;FEMININE;1;;Experten;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Die Soziologin küsst ihre Partnerin.;La socióloga besa a su pareja.;La sociologue embrasse sa partenaire.;La sociologa bacia la sua partner.;تقبّل عالمة الاجتماع شريكتها.;Социолог целует свою партнершу.;Соціолог цілує свою партнерку.;הסוציולוגית מנשקת את בת זוגה.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-0 4-3;0-0 1-0 2-1 3-2 4-3;1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-4;[0, 1];La socióloga;La sociologue;La sociologa;تقبّل عالمة;Социолог;Соціолог;הסוציולוגית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Soziologe;913;MASCULINE;3;;Experten;none;none;none;none;none;none;none;none;Leon;MASCULINE;Leon arbeitet als Soziologe.;León trabaja como sociólogo.;Léon travaille comme sociologue.;Leon lavora come sociologo.;ليون يعمل كعالم اجتماع.;Леон работает социологом.;Леон працює соціологом.;ליאון עובד כסוציולוג.;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;[2, 3];como sociólogo.;comme sociologue.;come sociologo.;كعالم اجتماع.;социологом.;соціологом.;כסוציולוג.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Soziologe;913;MASCULINE;3;;Experten;none;none;none;none;none;none;none;none;Lou;n;Lou arbeitet als Soziologe.;Lou trabaja como sociólogo.;Lou travaille comme sociologue.;Lou lavora come sociologo.;لو يعمل كعالم اجتماع.;Лу работает социологом.;Лу працює соціологом.;לו עובד כסוציולוג.;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;0-0 1-1 2-2 3-2;[2, 3];como sociólogo.;comme sociologue.;come sociologo.;كعالم اجتماع.;социологом.;соціологом.;כסוציולוג.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Soziologin;913;FEMININE;3;;Experten;none;none;none;none;none;none;none;none;Lou;n;Lou arbeitet als Soziologin.;Lou trabaja como socióloga.;Lou travaille comme sociologue.;Lou lavora come sociologa.;لو تعمل كعالمة اجتماع.;Лу работает социологом.;Лу працює соціологом.;לו עובדת כסוציולוגית.;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-1 3-2;0-0 1-1 2-1 3-2;0-0 1-1 2-2 3-1 3-2;[2, 3];como socióloga.;comme sociologue.;come sociologa.;كعالمة اجتماع.;работает социологом.;працює соціологом.;עובדת כסוציולוגית.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Soziologin;913;FEMININE;3;;Experten;none;none;none;none;none;none;none;none;Lina;FEMININE;Lina arbeitet als Soziologin.;Lina trabaja como socióloga.;Lina travaille comme sociologue.;Lina lavora come sociologa.;لينا تعمل كعالمة اجتماع.;Лина работает социологом.;Ліна працює соціологом.;לינה עובדת כסוציולוגית.;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-1 3-2;0-0 1-1 2-1 3-2;0-0 1-1 2-2 3-2;[2, 3];como socióloga.;comme sociologue.;come sociologa.;كعالمة اجتماع.;работает социологом.;працює соціологом.;כסוציולוגית.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
